VA,PA,PMU_Type,Rank,Bank,BankGroup
0x7effc80d9880,0x1f375b880,13,0,13,1
0x7effbce99000,0x285a49000,13,0,8,0
0x7f00b573b700,0x2053cd700,17,0,10,2
0x7f0186e86500,0x2c4436500,16,0,2,2
0x7f003cda8280,0x1e9a0b280,14,0,9,1
0x7effe66f2980,0x1e3a96980,16,0,5,1
0x7f016820c900,0x268b0b900,16,0,12,0
0x7f0033a34080,0x2bcac8080,13,0,1,1
0x7f00ebc10f80,0x2c3898f80,17,0,7,3
0x7f0142b91e80,0x2156f1e80,14,0,15,3
0x7f00b025a300,0x2b9954300,17,0,0,0
0x7f0177854100,0x229ccc100,16,0,0,0
0x7f0012c52c80,0x26c053c80,13,0,15,3
0x7eff90023000,0x287c1b000,13,0,8,0
0x7effccd6b080,0x1e0146080,13,0,1,1
0x7effc2d7d680,0x208e7d680,14,0,11,3
0x7f0101264880,0x28838c880,13,0,5,1
0x7f00d08b1f80,0x28e563f80,17,0,15,3
0x7f00d808ab80,0x267147b80,17,0,13,1
0x7f0127ccce80,0x2bd3d4e80,14,0,7,3
0x7f00dd47ca00,0x1fc06da00,14,0,12,0
0x7f016c1b0100,0x209559100,16,0,8,0
0x7f018185b400,0x1e2d0e400,13,0,2,2
0x7f00b44c0e00,0x27404ae00,14,0,6,2
0x7f011eec4700,0x274458700,17,0,2,2
0x7f003bf8b880,0x23137b880,13,0,13,1
0x7f0122c09a00,0x2b7248a00,14,0,4,0
0x7f012ad9c980,0x200aed980,16,0,13,1
0x7effad8a4680,0x1f016c680,14,0,3,3
0x7effb7ca7980,0x2738e0980,16,0,5,1
0x7f00cdb5f300,0x211c8c300,17,0,0,0
0x7f0147e22000,0x15e9ff000,13,0,8,0
0x7f0056009680,0x2c2422680,14,0,3,3
0x7f017b931b80,0x2e53b0b80,17,0,5,1
0x7f005efda400,0x1f02c3400,13,0,10,2
0x7effce895080,0x12a4ca080,13,0,1,1
0x7f016f38c200,0x2b1a00200,14,0,0,0
0x7f00b0cae180,0x1e45b1180,16,0,9,1
0x7effd07f7400,0x1fe24a400,13,0,2,2
0x7effbf221a00,0x28e924a00,14,0,4,0
0x7f00bab8fc80,0x201a9ec80,13,0,7,3
0x7f002a9a8500,0x2b31db500,16,0,10,2
0x7f00abb5ad00,0x202904d00,16,0,6,2
0x7f01161c3d80,0x1e0ee7d80,16,0,15,3
0x7f0143ed2800,0x1c0cc8800,13,0,4,0
0x7f002c3dca80,0x1fb75ba80,14,0,13,1
0x7f005425e700,0x2c105b700,17,0,10,2
0x7f00d21c3700,0x28803c700,17,0,2,2
0x7effa8aa0a80,0x2b3e5da80,14,0,13,1
0x7f002b4ca080,0x1f0cd1080,13,0,9,1
0x7effab2c1d00,0x20c33dd00,16,0,14,2
0x7f003c89fd00,0x2314aed00,16,0,6,2
0x7f0167972300,0x1dfea3300,17,0,8,0
0x7f013dc03580,0x2b6828580,16,0,3,3
0x7effd108ae00,0x2c099ae00,14,0,6,2
0x7f00379f3200,0x283177200,14,0,8,0
0x7effd41a0300,0x262d89300,17,0,8,0
0x7f009a582180,0x276b32180,16,0,1,1
0x7eff964ae600,0x228ab6600,14,0,2,2
0x7f00862c8380,0x2b53ed380,17,0,9,1
0x7effe177f680,0x229765680,14,0,11,3
0x7f0080780980,0x2b17df980,16,0,13,1
0x7f010aa71880,0x2b5cbf880,13,0,13,1
0x7f0112e13b80,0x2e3130b80,17,0,5,1
0x7f0118607380,0x2b9de2380,17,0,1,1
0x7f007095b200,0x270db2200,14,0,0,0
0x7effe3a0ad80,0x2904ddd80,16,0,15,3
0x7f01858e4f80,0x234e4df80,17,0,15,3
0x7f002c916d80,0x176466d80,16,0,7,3
0x7f00546b4800,0x2b4188800,13,0,4,0
0x7f0155cdb580,0x20aff9580,16,0,11,3
0x7f00a378a680,0x2688ed680,14,0,11,3
0x7f0089e11180,0x2059e7180,16,0,9,1
0x7f014b544880,0x273728880,13,0,5,1
0x7f011d620700,0x268a00700,17,0,2,2
0x7effff00e680,0x2734ef680,14,0,11,3
0x7f005d07fa00,0x2b76afa00,14,0,12,0
0x7f00d914bb80,0x22f359b80,17,0,13,1
0x7f013faa1100,0x200ea9100,16,0,8,0
0x7f00ee1d1600,0x20f784600,14,0,2,2
0x7effdec0b380,0x226791380,17,0,9,1
0x7f003833f500,0x1e6b29500,16,0,10,2
0x7f00f36f5700,0x2bcf7e700,17,0,2,2
0x7f017b361180,0x1765b7180,16,0,9,1
0x7f0007adaa00,0x2bffe0a00,14,0,4,0
0x7effb1b7c000,0x2062c8000,13,0,0,0
0x7f00c248b400,0x28653e400,13,0,2,2
0x7f01807ff800,0x22ab6b800,13,0,12,0
0x7f00a11e0e80,0x270c8be80,14,0,15,3
0x7f00bbf29d80,0x207535d80,16,0,15,3
0x7efffd71ec80,0x1e6a00c80,13,0,7,3
0x7f0046f6f380,0x2345c4380,17,0,1,1
0x7eff8e095480,0x2bfe6b480,13,0,11,3
0x7f011845d980,0x2be3b9980,16,0,13,1
0x7f01679e8680,0x2b0e70680,14,0,3,3
0x7f00895aca00,0x2b5510a00,14,0,4,0
0x7efffcb29780,0x1e1b71780,17,0,11,3
0x7f01595d7b00,0x1ea539b00,17,0,12,0
0x7effaaede380,0x2bc21b380,17,0,9,1
0x7f0112bf9300,0x2063af300,17,0,8,0
0x7f005151c680,0x2b3f20680,14,0,3,3
0x7effdcb3cd80,0x1e87ded80,16,0,7,3
0x7f0058449a00,0x2861e0a00,14,0,4,0
0x7effefe12000,0x19adc2000,13,0,0,0
0x7f008424e680,0x2b34d7680,14,0,11,3
0x7f004eff9e80,0x2877fbe80,14,0,15,3
0x7f00dce42200,0x23d17c200,14,0,0,0
0x7f00152d9a00,0x2b21d7a00,14,0,12,0
0x7eff8d1f2180,0x2c31cc180,16,0,1,1
0x7f014cbdbc00,0x286823c00,13,0,14,2
0x7f001ef34300,0x2745df300,17,0,8,0
0x7f0018b9c200,0x2b4cdd200,14,0,8,0
0x7f0031442500,0x2e8b97500,16,0,10,2
0x7effb864a900,0x2c5626900,16,0,4,0
0x7f00e1c7aa00,0x164a41a00,14,0,12,0
0x7f01706a7700,0x2c25cd700,17,0,10,2
0x7f00a6386f80,0x20c520f80,17,0,7,3
0x7effe550cb00,0x2259fbb00,17,0,12,0
0x7effbdeeea80,0x204778a80,14,0,5,1
0x7f01427c9200,0x21d398200,14,0,0,0
0x7effd3228900,0x204885900,16,0,12,0
0x7f003bc78500,0x266370500,16,0,2,2
0x7f000b8fa380,0x201d0c380,17,0,1,1
0x7f00e5910200,0x2c0f35200,14,0,8,0
0x7f017f057300,0x2869f9300,17,0,8,0
0x7f010d894d80,0x2b4b52d80,16,0,7,3
0x7f00c3842480,0x273ee0480,13,0,3,3
0x7f0045bb7100,0x2b0278100,16,0,0,0
0x7f004e772d00,0x20410dd00,16,0,14,2
0x7effc1173300,0x2bd4e7300,17,0,8,0
0x7f0084e13680,0x270ece680,14,0,3,3
0x7f00edf52780,0x2016da780,17,0,3,3
0x7f01243cce80,0x28dab5e80,14,0,15,3
0x7f000e338f80,0x2b0b33f80,17,0,15,3
0x7effdc94bd80,0x22ccead80,16,0,7,3
0x7f006fdc6b00,0x1ea1aab00,17,0,4,0
0x7f013b493280,0x2c11e2280,14,0,1,1
0x7f01385ad280,0x22e0aa280,14,0,1,1
0x7f001c35ef00,0x2bff02f00,17,0,6,2
0x7effaa247b80,0x2275f4b80,17,0,5,1
0x7f0046577300,0x2b8db8300,17,0,0,0
0x7eff96d0f880,0x28b6e1880,13,0,13,1
0x7f01170db880,0x21cf4e880,13,0,5,1
0x7f008240c200,0x1fc296200,14,0,0,0
0x7f00eec96380,0x1f5193380,17,0,9,1
0x7f0058609c80,0x15d70fc80,13,0,15,3
0x7f008ff67f00,0x2553a8f00,17,0,6,2
0x7f0158612000,0x1fc193000,13,0,8,0
0x7f000c389680,0x1e26ab680,14,0,11,3
0x7f0165fbe700,0x2b2e2c700,17,0,2,2
0x7effd461b180,0x1e0b4d180,16,0,9,1
0x7eff9b217b80,0x1e137bb80,17,0,13,1
0x7f00ca992200,0x28736e200,14,0,0,0
0x7f00c2209a80,0x2befe5a80,14,0,13,1
0x7f0117850280,0x2e5f47280,14,0,9,1
0x7eff9fa75380,0x26fec8380,17,0,1,1
0x7f00880fbf00,0x23e876f00,17,0,6,2
0x7f00ebd4ee00,0x2832afe00,14,0,14,2
0x7f0181a19580,0x2b70b8580,16,0,3,3
0x7f01573f3d80,0x201290d80,16,0,7,3
0x7f004f8a8500,0x1dbb6b500,16,0,10,2
0x7f0168327380,0x272617380,17,0,9,1
0x7f000c927e80,0x209ae5e80,14,0,15,3
0x7f0057d13180,0x2b0c4b180,16,0,9,1
0x7effce452380,0x2a3d9c380,17,0,1,1
0x7f0097b54980,0x1fa645980,16,0,13,1
0x7effa7c24b00,0x2eb9c1b00,17,0,12,0
0x7f006cee9980,0x2bd632980,16,0,5,1
0x7f01176ff300,0x1e341f300,17,0,8,0
0x7f0034c75f00,0x28667df00,17,0,14,2
0x7f00e0712a00,0x2bdd4ca00,14,0,4,0
0x7f00976e4c00,0x205d91c00,13,0,14,2
0x7effcf83df00,0x21b10df00,17,0,14,2
0x7f00b63b4080,0x1f0873080,13,0,9,1
0x7f00dc75ca00,0x2b792fa00,14,0,12,0
0x7f0115ad4e00,0x2b209fe00,14,0,14,2
0x7effd3b73880,0x1ec960880,13,0,5,1
0x7f01549e3300,0x2837b5300,17,0,8,0
0x7f000a103600,0x204347600,14,0,10,2
0x7f0072b1ac00,0x26d953c00,13,0,14,2
0x7f0133d95d80,0x20caf6d80,16,0,7,3
0x7f013e190f00,0x1e2ae4f00,17,0,6,2
0x7efff75a9b00,0x2334f5b00,17,0,12,0
0x7f002993f680,0x2eacfe680,14,0,3,3
0x7f014d33bc80,0x28ca39c80,13,0,15,3
0x7effc55c6480,0x28c797480,13,0,11,3
0x7effe266e800,0x2c53e0800,13,0,4,0
0x7f0163c2af80,0x28ea77f80,17,0,15,3
0x7f01032aca80,0x2c0b18a80,14,0,5,1
0x7f0146ad1c00,0x1fa0a6c00,13,0,6,2
0x7f016b154e80,0x2129d6e80,14,0,7,3
0x7f0155bdc380,0x26c2d0380,17,0,1,1
0x7f0009d70c00,0x2b505ac00,13,0,6,2
0x7f00f4b31e00,0x1e16aae00,14,0,6,2
0x7f0021683b00,0x1e6e8cb00,17,0,4,0
0x7f007ad97c00,0x1f77e5c00,13,0,14,2
0x7f007be8a000,0x217ecb000,13,0,8,0
0x7f00f47a2200,0x231ee7200,14,0,8,0
0x7f002f171380,0x2289f7380,17,0,9,1
0x7f00c9aaaa00,0x166767a00,14,0,12,0
0x7f0007064e00,0x1fba8be00,14,0,14,2
0x7effa18c9680,0x204289680,14,0,11,3
0x7f005b6e9f00,0x1fe134f00,17,0,6,2
0x7f00c9f4dd80,0x21cbb5d80,16,0,15,3
0x7f00e3ea1600,0x2bab91600,14,0,10,2
0x7f003ad6de00,0x226d5de00,14,0,14,2
0x7f0130194380,0x15abe0380,17,0,1,1
0x7effc768cb80,0x2b7053b80,17,0,13,1
0x7f00450d7800,0x1ef875800,13,0,12,0
0x7effbc747200,0x28b380200,14,0,0,0
0x7effb51d9400,0x2b1b14400,13,0,2,2
0x7f0147d42c00,0x1f9654c00,13,0,6,2
0x7f0147d42c00,0x1f9654c00,14,0,8,1
0x7f00af5d5900,0x2c128f900,16,0,12,0
0x7effcee64f80,0x20a766f80,17,0,7,3
0x7f0189f94680,0x20a58c680,14,0,3,3
0x7effbb5c1c80,0x20cae0c80,13,0,7,3
0x7f011e34e800,0x285a30800,13,0,4,0
0x7efff709ab00,0x2bb460b00,17,0,4,0
0x7effbdd4d900,0x216991900,16,0,12,0
0x7f016cd9d080,0x2c60fc080,13,0,1,1
0x7f0141bd6200,0x2b77bb200,14,0,8,0
0x7f009d5b3400,0x2bdda3400,13,0,10,2
0x7effeae23000,0x227a33000,13,0,8,0
0x7effafe3d580,0x1e4e33580,16,0,11,3
0x7f01887cc980,0x2072ba980,16,0,5,1
0x7f0138823b80,0x25ed10b80,17,0,5,1
0x7f0155c31600,0x1fc077600,14,0,10,2
0x7f0032bd7200,0x2b5eff200,14,0,8,0
0x7effeac19600,0x213bb0600,14,0,2,2
0x7f0066b1bc00,0x2bde7bc00,13,0,14,2
0x7f00a9519b80,0x1e0f24b80,17,0,5,1
0x7f0173d75180,0x2085dc180,16,0,1,1
0x7f0132136c00,0x1e76adc00,13,0,14,2
0x7f000bc6eb00,0x272e62b00,17,0,4,0
0x7efff4fc6500,0x1ff5a4500,16,0,2,2
0x7f0136c41500,0x1d2d73500,16,0,10,2
0x7f00b6ee4a80,0x2bcf52a80,14,0,5,1
0x7f002d2d4c80,0x2b5127c80,13,0,15,3
0x7f011d002900,0x2b77c1900,16,0,12,0
0x7f003bdd0300,0x2b14ae300,17,0,0,0
0x7f0150864a80,0x2b159da80,14,0,13,1
0x7f00dfb43080,0x213e8e080,13,0,1,1
0x7f0098528600,0x1df5ea600,14,0,2,2
0x7effa186b000,0x1e60c7000,13,0,8,0
0x7f012e324480,0x267a3a480,13,0,3,3
0x7effffebd900,0x2709cb900,16,0,12,0
0x7f0172e32580,0x2b63cd580,16,0,11,3
0x7effb5a74380,0x21ccf3380,17,0,9,1
0x7f0034410700,0x2ac9c0700,17,0,2,2
0x7f0173fbb700,0x2bd4bf700,17,0,10,2
0x7effe4abca80,0x2e99dda80,14,0,13,1
0x7f0173941300,0x1e9862300,17,0,0,0
0x7f010a7bf580,0x2b7134580,16,0,3,3
0x7f0121076f80,0x2bdcd7f80,17,0,15,3
0x7f018bef6200,0x2b84d1200,14,0,8,0
0x7effae15f180,0x2138b3180,16,0,9,1
0x7effb2e09100,0x1e362c100,16,0,0,0
0x7f0112dbed80,0x203ae1d80,16,0,15,3
0x7f003458a500,0x28720d500,16,0,10,2
0x7f015b641380,0x2b1cd0380,17,0,1,1
0x7f0012b7ea00,0x2c0f38a00,14,0,4,0
0x7f004d2ba980,0x2ba073980,16,0,13,1
0x7f002aaff700,0x231edf700,17,0,10,2
0x7f001bae8180,0x286702180,16,0,1,1
0x7f0015ddfc00,0x2086abc00,13,0,14,2
0x7f00604b4a00,0x2335bba00,14,0,12,0
0x7f008c86e500,0x183f7b500,16,0,10,2
0x7effdcc0bb80,0x2eb7c0b80,17,0,5,1
0x7f013e3d9d00,0x1fdf45d00,16,0,14,2
0x7f01799bd900,0x209bec900,16,0,4,0
0x7f011ac97e00,0x28d9ade00,14,0,14,2
0x7f0179bf8c00,0x2c3ec4c00,13,0,6,2
0x7f012198cd80,0x2eadc9d80,16,0,15,3
0x7effd77a0700,0x284b20700,17,0,2,2
0x7f00a19af700,0x205fc8700,17,0,2,2
0x7f0070193c80,0x202a4dc80,13,0,15,3
0x7f00654ae780,0x28d0d9780,17,0,11,3
0x7f01780ad100,0x22eaa1100,16,0,8,0
0x7f015834b380,0x206bff380,13,1,1,1
0x7f015834b380,0x206bff380,17,0,9,1
0x7f000e08bd00,0x274948d00,16,0,6,2
0x7efff8806b80,0x2bec3fb80,17,0,13,1
0x7f010bb95680,0x2ce239680,14,0,11,3
0x7f0050d04480,0x2bce33480,13,0,11,3
0x7f0013270b00,0x2c556fb00,17,0,12,0
0x7f0188df1e00,0x1d910ce00,14,0,6,2
0x7efff5d7c080,0x26fac8080,13,0,1,1
0x7f0135118f00,0x1f781ef00,17,0,6,2
0x7f01146f8b80,0x1e1e10b80,17,0,5,1
0x7f00eecfa600,0x28a6e1600,14,0,10,2
0x7f015538af80,0x2be218f80,17,0,7,3
0x7f006ae48d80,0x2831abd80,16,0,15,3
0x7f015e5a5f00,0x26f73cf00,17,0,6,2
0x7f005a33b200,0x2904ac200,14,0,0,0
0x7f0144c73380,0x264930380,17,0,1,1
0x7f002a3b6300,0x22578a300,17,0,0,0
0x7f017697f600,0x1f1bf2600,14,0,2,2
0x7f0023c0d800,0x2bfe2f800,13,0,12,0
0x7f00835fff00,0x2e45cbf00,17,0,14,2
0x7effd1683f00,0x228716f00,17,0,6,2
0x7f01313bde00,0x263e4ee00,14,0,6,2
0x7effc0e6ce00,0x2b198ae00,14,0,6,2
0x7f00e78cd980,0x2b9907980,16,0,13,1
0x7f007ec7cb80,0x22d7cfb80,17,0,13,1
0x7f0154bf9a00,0x2b366ba00,14,0,12,0
0x7effcb02d800,0x2bd87c800,13,0,4,0
0x7f00291eef00,0x213859f00,17,0,14,2
0x7f008be71580,0x2e559c580,16,0,3,3
0x7f00aab3ba80,0x204dcfa80,14,0,13,1
0x7f0062fb5e80,0x2b0098e80,14,0,7,3
0x7f009c200e00,0x29075de00,14,0,14,2
0x7f00bee7bf00,0x276826f00,17,0,6,2
0x7f01428f7000,0x2be260000,13,0,0,0
0x7f0064a63080,0x2bb1fd080,13,0,9,1
0x7eff9fd69380,0x28bf47380,13,1,1,0
0x7eff9fd69380,0x28bf47380,17,0,9,1
0x7eff97935900,0x283a6c900,16,0,4,0
0x7f0138f2ad00,0x26f7acd00,16,0,6,2
0x7f010cc2f000,0x23381e000,13,0,0,0
0x7f00d08f6480,0x2b7f5d480,13,0,11,3
0x7f015b98cc00,0x233ba1c00,13,0,14,2
0x7f00873f0d80,0x205a34d80,16,0,7,3
0x7f011fe42880,0x1ed572880,13,0,5,1
0x7f00f69fe980,0x2bc898980,16,0,5,1
0x7f011ff42b00,0x2bc95bb00,17,0,12,0
0x7effce82e680,0x26730b680,14,0,11,3
0x7f01836b7200,0x28fcac200,14,0,0,0
0x7f005ec32b00,0x22562ab00,17,0,4,0
0x7f014177d880,0x2b8367880,13,0,13,1
0x7f002698a800,0x1f449a800,13,0,4,0
0x7eff98deea00,0x286d8fa00,14,0,12,0
0x7f010dc95900,0x233676900,16,0,4,0
0x7f00b81e8d00,0x1eff05d00,16,0,14,2
0x7effb0094a00,0x2ba815a00,14,0,12,0
0x7f008e586d00,0x23382dd00,16,0,14,2
0x7eff94891900,0x20519e900,16,0,4,0
0x7f003b048e00,0x2bcca8e00,14,0,6,2
0x7f015ea9bd00,0x283996d00,16,0,6,2
0x7f00fdc30380,0x1fc1ce380,17,0,1,1
0x7f005450d500,0x2c49e4500,16,0,2,2
0x7f00293a2a80,0x28498ca80,14,0,5,1
0x7f0146439800,0x2b87a2800,13,0,4,0
0x7effde939000,0x271701000,13,0,8,0
0x7f003295ae00,0x2086eae00,14,0,6,2
0x7f0035f63e00,0x2b18b3e00,14,0,14,2
0x7f003d465200,0x20c2a5200,14,0,8,0
0x7f01183a7200,0x2123fa200,14,0,0,0
0x7f0039644b00,0x2bf123b00,17,0,12,0
0x7f0092e89180,0x20bfd0180,16,0,1,1
0x7f0055d75d00,0x201e22d00,16,0,6,2
0x7f0038232400,0x2bff7c400,13,0,2,2
0x7f00ddcf1800,0x1f2a8c800,13,0,4,0
0x7effcec57d00,0x2afd13d00,16,0,14,2
0x7f013b2d4900,0x1fbfee900,16,0,4,0
0x7f00f45f5c00,0x20c6a6c00,13,0,6,2
0x7f00805c8f00,0x20ac18f00,17,0,6,2
0x7efff16eba00,0x1f098fa00,14,0,12,0
0x7f0038dc0400,0x2aff2b400,13,0,10,2
0x7f001fc3ca00,0x26490fa00,14,0,12,0
0x7f0100aa9300,0x2064f7300,17,0,8,0
0x7f00ab3ce880,0x208032880,13,0,5,1
0x7effd42c1000,0x28969c000,13,0,0,0
0x7f00e31d7000,0x2c44c3000,13,0,8,0
0x7f00ea6d3a80,0x2639a2a80,14,0,5,1
0x7f00a21ad000,0x240448000,13,0,0,0
0x7effb6e3e100,0x265e4c100,16,0,0,0
0x7f015ec1ed80,0x2bfc8ad80,16,0,7,3
0x7effee028680,0x1fa426680,14,0,3,3
0x7effb848ae80,0x2b6cc9e80,14,0,15,3
0x7f014d2ccb00,0x2ba888b00,17,0,4,0
0x7f0047cace00,0x2bdc57e00,14,0,14,2
0x7effe4de7200,0x268e17200,14,0,8,0
0x7f0131c66100,0x1f3522100,16,0,0,0
0x7efffdd8b200,0x20127b200,14,0,8,0
0x7f0121c90800,0x1f82d2800,13,0,4,0
0x7f00b1611300,0x2bce40300,17,0,0,0
0x7f0057910a00,0x28433ba00,14,0,12,0
0x7f01791a2c00,0x1ef62ec00,13,0,6,2
0x7f00a23a5e00,0x2bb83de00,14,0,14,2
0x7efff6515c80,0x202e66c80,13,0,7,3
0x7f00e3e8de00,0x204aafe00,14,0,14,2
0x7f011b300300,0x1e8c53300,17,0,8,0
0x7f0145851680,0x2e305c680,14,0,3,3
0x7f000acf1680,0x270ec1680,14,0,11,3
0x7f00e67f3980,0x28dac5980,16,0,13,1
0x7f000992b080,0x1fb313080,13,0,9,1
0x7effd0221c00,0x28a2d2c00,13,0,6,2
0x7f0013206f80,0x22c0c8f80,17,0,7,3
0x7f009e487880,0x1fffe0880,13,0,5,1
0x7f00260f8880,0x21624c880,13,0,5,1
0x7f00c6194700,0x28f7ad700,17,0,10,2
0x7f0068345180,0x159f8a180,16,0,1,1
0x7f009c1a9f00,0x207f3df00,17,0,14,2
0x7eff93f5ab80,0x28a446b80,17,0,5,1
0x7f0067f2c400,0x2be9f3400,13,0,10,2
0x7effa9470b80,0x265e27b80,17,0,13,1
0x7f0142192580,0x2641d5580,16,0,11,3
0x7eff9c234e00,0x2c0a13e00,14,0,14,2
0x7f017bc67880,0x22cdab880,13,0,13,1
0x7f002708e200,0x266f02200,14,0,0,0
0x7efffe8b2600,0x2b5313600,14,0,10,2
0x7f011e2c9980,0x268a8a980,16,0,5,1
0x7effc8299500,0x28db52500,16,0,2,2
0x7f0149329f80,0x2753d4f80,17,0,7,3
0x7f012be30a80,0x2bc4a8a80,14,0,5,1
0x7f0006206e00,0x230fe6e00,14,0,6,2
0x7effa2cfa380,0x21381c380,17,0,1,1
0x7f004bc38300,0x283462300,17,0,0,0
0x7f00afc01d80,0x28c05fd80,16,0,15,3
0x7f00a75c2000,0x1f53d1000,13,0,8,0
0x7f00b31d1700,0x28436f700,17,0,10,2
0x7f014fab6400,0x2b3975400,13,0,10,2
0x7f00fa371a80,0x2bd6b2a80,14,0,5,1
0x7f0020f15900,0x2ce75c900,16,0,4,0
0x7f00be5df680,0x2c1681680,14,0,11,3
0x7f006fe02500,0x2c34a3500,16,0,10,2
0x7f00eeb2ad80,0x2640aad80,16,0,7,3
0x7effa6333f00,0x28d6f0f00,17,0,6,2
0x7f000df6a780,0x1705b9780,17,0,11,3
0x7effce6b3000,0x2646c9000,13,0,8,0
0x7effc544e680,0x1769e5680,14,0,11,3
0x7f000bf2e400,0x2be2d1400,13,0,10,2
0x7f00d5fd3e80,0x1e217ce80,14,0,7,3
0x7f016a9bad00,0x201263d00,16,0,14,2
0x7f00d40c7580,0x28534f580,16,0,11,3
0x7f012c8d1e00,0x2b6e29e00,14,0,14,2
0x7f0106b7d900,0x2f1964900,16,0,4,0
0x7f008a7ca980,0x26d222980,16,0,5,1
0x7eff98a41480,0x2b78e4480,13,0,3,3
0x7f00bc096680,0x2ccfcb680,14,0,11,3
0x7eff98851e00,0x2ac77ce00,14,0,6,2
0x7effda880880,0x2b503e880,13,0,5,1
0x7f0177132a00,0x2b379ba00,14,0,12,0
0x7f0084b0ee80,0x1d997be80,14,0,15,3
0x7f00e4be0680,0x28a293680,14,0,11,3
0x7f0071006380,0x28d775380,17,0,9,1
0x7f0009c49d00,0x266f80d00,16,0,6,2
0x7f016d345780,0x1ef90f780,17,0,11,3
0x7f0033468e80,0x234361e80,14,0,15,3
0x7f00499c1800,0x270e8a800,13,0,4,0
0x7f0115e4b200,0x203ee6200,14,0,0,0
0x7eff9b997100,0x1fc947100,16,0,8,0
0x7f00bc7e9880,0x271fe5880,13,0,13,1
0x7effa2a85e80,0x2c0bd7e80,14,0,15,3
0x7f0141a0fd80,0x2b08ecd80,16,0,7,3
0x7effe4c19900,0x2bf068900,16,0,4,0
0x7f0071383080,0x229fe9080,13,0,9,1
0x7f0052fac700,0x218966700,17,0,2,2
0x7f0061a1c900,0x1fc459900,16,0,12,0
0x7efffe720c00,0x2ce90cc00,13,0,6,2
0x7f0116e4b480,0x207641480,13,0,11,3
0x7effaa7f9d00,0x2eba09d00,16,0,14,2
0x7eff97829780,0x1fc8bb780,17,0,11,3
0x7f0029880d80,0x2b495ad80,16,0,7,3
0x7f001fa0d980,0x2c7419980,16,0,13,1
0x7f0021b90b00,0x273cc6b00,17,0,4,0
0x7f00176a3b80,0x203917b80,17,0,13,1
0x7f0180bef700,0x2eb99e700,17,0,2,2
0x7eff97857700,0x2beebe700,17,0,2,2
0x7f0077286200,0x26f257200,14,0,8,0
0x7f0086b5fb00,0x212a29b00,17,0,12,0
0x7f00afe97000,0x209426000,13,0,0,0
0x7f005d507c80,0x2263d7c80,13,0,15,3
0x7f0065d66680,0x2b1452680,14,0,3,3
0x7f00f02ccd00,0x2083f2d00,16,0,6,2
0x7f00a36ef580,0x203ee5580,16,0,11,3
0x7f003d57c300,0x2bea06300,17,0,0,0
0x7f011d57b300,0x2c15d0300,17,0,0,0
0x7f00803f6700,0x2eb9e9700,17,0,10,2
0x7effefc06100,0x20740d100,16,0,8,0
0x7eff9920c600,0x1de634600,14,0,2,2
0x7f011b02ad00,0x2baf5dd00,16,0,14,2
0x7f0188e8c880,0x20b1b2880,13,0,5,1
0x7f017f10b680,0x201cec680,14,0,3,3
0x7f010cc5da00,0x22f03ca00,14,0,4,0
0x7eff9b319400,0x2bd848400,13,0,2,2
0x7f00053ff380,0x2be8b6380,17,0,1,1
0x7f00a506e180,0x26848b180,16,0,9,1
0x7f00aa9c1b00,0x2b8cadb00,17,0,12,0
0x7f014b1f9580,0x2bc2a4580,16,0,3,3
0x7f00a2429b00,0x2e5891b00,17,0,12,0
0x7f0057f74980,0x2b06d6980,16,0,5,1
0x7f013b19fd80,0x214276d80,16,0,7,3
0x7f0012919900,0x20a129900,16,0,12,0
0x7f01184b9d80,0x2afdc4d80,16,0,7,3
0x7f004f568600,0x2bdf4f600,14,0,10,2
0x7f0063e84680,0x1f05f4680,14,0,3,3
0x7f006e944600,0x1e54f5600,14,0,10,2
0x7f0055b7b700,0x264cb0700,17,0,2,2
0x7f00bfdc2e80,0x28d597e80,14,0,15,3
0x7f0176faf500,0x2b656e500,16,0,2,2
0x7f0062964700,0x2eb72d700,17,0,10,2
0x7f0188c5a680,0x15e5ad680,14,0,11,3
0x7f0147683880,0x2166f3880,13,0,13,1
0x7f00ca175080,0x2100af080,13,0,9,1
0x7f00a5c78a00,0x26e96fa00,14,0,12,0
0x7f0156333980,0x20135a980,16,0,5,1
0x7f00c7112a00,0x266b8ea00,14,0,4,0
0x7effba2ab080,0x1fc05b080,13,0,9,1
0x7f003fc37c00,0x26c948c00,13,0,6,2
0x7f011a119d80,0x270edfd80,16,0,15,3
0x7f00907f9280,0x20738a280,14,0,1,1
0x7f006d101500,0x22cc85500,16,0,10,2
0x7f013d67d300,0x2b60b3300,17,0,8,0
0x7f00fed5b500,0x1e71a6500,16,0,2,2
0x7f001de23e00,0x2b7da9e00,14,0,14,2
0x7f0080eea400,0x209ef6400,13,0,2,2
0x7f0133a87280,0x22af1d280,14,0,9,1
0x7f00e8b28d80,0x270c2bd80,16,0,15,3
0x7f0029b2ec00,0x2c543ac00,13,0,6,2
0x7effb0355900,0x1f4c0b900,16,0,12,0
0x7f00c740aa00,0x2b7dc5a00,14,0,12,0
0x7f0104562a00,0x2024eea00,14,0,4,0
0x7effb9d2aa00,0x2b3a77a00,14,0,12,0
0x7f010d117780,0x2e53a3780,17,0,11,3
0x7f017c140900,0x2e2315900,16,0,12,0
0x7f0052cd0880,0x20441b880,13,0,13,1
0x7f0154b9d900,0x23440e900,16,0,4,0
0x7f0187c45400,0x1e2dec400,13,0,2,2
